row_id,Original High Level Intent,Correct Formal Specification,Ambiguous High Level Intent,Ambiguity Types Applied
1521,"The subnet 100.0.1.0/24 is reachable from luxembourg.
The path between luxembourg and 100.0.1.0/24 involves kiev.
Traffic from luxembourg to 100.0.1.0/24 is evenly distributed across 4 paths.
strasbourg can reach 100.0.1.0/24.
Traffic from strasbourg to 100.0.1.0/24 passes through kiev.
The number of paths between strasbourg and 100.0.1.0/24 should be 2.
Connectivity from marseille to 100.0.9.0/24 is established.
The path between marseille and 100.0.9.0/24 involves rotterdam.
Traffic from marseille to 100.0.29.0/24 should be load-balanced across 4 paths.","{""reachability"": {""luxembourg"": [""100.0.1.0/24""], ""strasbourg"": [""100.0.1.0/24""], ""marseille"": [""100.0.9.0/24""]}, ""waypoint"": {""(luxembourg,100.0.1.0/24)"": [""kiev""], ""(strasbourg,100.0.1.0/24)"": [""kiev""], ""(marseille,100.0.9.0/24)"": [""rotterdam""]}, ""loadbalancing"": {""(luxembourg,100.0.1.0/24)"": 4, ""(strasbourg,100.0.1.0/24)"": 2, ""(marseille,100.0.29.0/24)"": 4}}","luxembourg and that network need connectivity.
Route through kiev if possible.
Load balance the traffic appropriately.
strasbourg should connect to 100.0.1.0/24., and similar routing should be used for related traffic.
Traffic should go through kiev when feasible.
Ensure fault tolerance with multiple routes.
marseille and 100.0.9.0/24 should be connected.
Traffic should go through rotterdam when feasible.",VAGUE_REF; BIDIR; SOFT_WP; SOFT_LB; MERGE
1522,"Traffic originating from rotterdam can reach the subnet 100.0.1.0/24.
The path between rotterdam and 100.0.1.0/24 involves kiev.
The number of paths between rotterdam and 100.0.1.0/24 should be 4.
sofia can reach 100.0.29.0/24.
Traffic from sofia to 100.0.29.0/24 passes through london.
To reach 100.0.29.0/24 from sofia, traffic is balanced on 5 paths.
Connectivity from vienna to 100.0.29.0/24 is established.
Routing traffic between vienna and 100.0.29.0/24 goes via london.
To reach 100.0.29.0/24 from vienna, traffic is balanced on 2 paths.","{""reachability"": {""rotterdam"": [""100.0.1.0/24""], ""sofia"": [""100.0.29.0/24""], ""vienna"": [""100.0.29.0/24""]}, ""waypoint"": {""(rotterdam,100.0.1.0/24)"": [""kiev""], ""(sofia,100.0.29.0/24)"": [""london""], ""(vienna,100.0.29.0/24)"": [""london""]}, ""loadbalancing"": {""(rotterdam,100.0.1.0/24)"": 4, ""(sofia,100.0.29.0/24)"": 5, ""(vienna,100.0.29.0/24)"": 2}}","Traffic originating from rotterdam can reach the subnet 100.0.1.0/24.
Ensure good redundancy.
sofia can reach 100.0.29.0/24.
Load balance the traffic appropriately.
Connect vienna to 100.0.29.0/24.
Routing traffic between vienna and 100.0.29.0/24 goes via london.
Ensure fault tolerance with multiple routes.",OMIT; SOFT_LB; BIDIR
1523,"100.0.29.0/24 is accessible from luxembourg.
To reach 100.0.29.0/24 from luxembourg, traffic is directed through london.
Traffic from luxembourg to 100.0.29.0/24 is evenly distributed across 2 paths.
Traffic originating from basel can reach the subnet 100.0.9.0/24.
Traffic from basel to 100.0.9.0/24 passes through rotterdam.
The number of paths between basel and 100.0.9.0/24 should be 2.
The subnet 100.0.4.0/24 is reachable from strasbourg.
Routing traffic between strasbourg and 100.0.4.0/24 goes via basel.
Traffic from strasbourg to 100.0.4.0/24 is evenly distributed across 3 paths.","{""reachability"": {""luxembourg"": [""100.0.29.0/24""], ""basel"": [""100.0.9.0/24""], ""strasbourg"": [""100.0.4.0/24""]}, ""waypoint"": {""(luxembourg,100.0.29.0/24)"": [""london""], ""(basel,100.0.9.0/24)"": [""rotterdam""], ""(strasbourg,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(luxembourg,100.0.29.0/24)"": 2, ""(basel,100.0.9.0/24)"": 2, ""(strasbourg,100.0.4.0/24)"": 3}}","the target subnet is accessible from luxembourg.
To reach the target subnet from luxembourg, traffic is directed through london.
Use multiple paths for reliability.
Traffic originating from basel can reach the subnet 100.0.9.0/24.
Consider routing through rotterdam.
Use multiple paths for reliability.
Ensure connectivity between strasbourg and the remote network.
Traffic should go through basel when feasible.
Distribute traffic across available paths.",VAGUE_REF; SOFT_LB; SOFT_WP; BIDIR
1524,"london can reach 100.0.9.0/24.
The path between london and 100.0.9.0/24 involves rotterdam.
To reach 100.0.9.0/24 from london, traffic should be split across 3 paths.
istanbul can reach 100.0.1.0/24.
The path between istanbul and 100.0.1.0/24 involves kiev.
Traffic from istanbul to 100.0.1.0/24 is evenly distributed across 4 paths.
100.0.4.0/24 is accessible from frankfurt.
The route from frankfurt to 100.0.4.0/24 includes basel.
The number of paths between frankfurt and 100.0.4.0/24 should be 2.","{""reachability"": {""london"": [""100.0.9.0/24""], ""istanbul"": [""100.0.1.0/24""], ""frankfurt"": [""100.0.4.0/24""]}, ""waypoint"": {""(london,100.0.9.0/24)"": [""rotterdam""], ""(istanbul,100.0.1.0/24)"": [""kiev""], ""(frankfurt,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(london,100.0.9.0/24)"": 3, ""(istanbul,100.0.1.0/24)"": 4, ""(frankfurt,100.0.4.0/24)"": 2}}","Connect london to the destination network.
Preferably route via rotterdam.
istanbul and 100.0.1.0/24. need connectivity.
The path between istanbul and 100.0.1.0/24 involves kiev.
Ensure good redundancy.
frankfurt and 100.0.4.0/24 need connectivity.
The route from frankfurt to 100.0.4.0/24 includes basel.
The number of paths between frankfurt and 100.0.4.0/24 should be 2.",VAGUE_REF; BIDIR; SOFT_WP; OMIT; SOFT_LB
1525,"100.0.29.0/24 is accessible from lyon.
The path between lyon and 100.0.29.0/24 involves london.
To reach 100.0.4.0/24 from lyon, traffic is balanced on 2 paths.
Traffic originating from frankfurt can reach the subnet 100.0.1.0/24.
To reach 100.0.1.0/24 from frankfurt, traffic is directed through kiev.
Traffic from frankfurt to 100.0.1.0/24 is evenly distributed across 2 paths.
The subnet 100.0.4.0/24 is reachable from warsaw.
The path between warsaw and 100.0.4.0/24 involves basel.
To reach 100.0.4.0/24 from warsaw, traffic should be split across 2 paths.","{""reachability"": {""lyon"": [""100.0.29.0/24""], ""frankfurt"": [""100.0.1.0/24""], ""warsaw"": [""100.0.4.0/24""]}, ""waypoint"": {""(lyon,100.0.29.0/24)"": [""london""], ""(frankfurt,100.0.1.0/24)"": [""kiev""], ""(warsaw,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(lyon,100.0.4.0/24)"": 2, ""(frankfurt,100.0.1.0/24)"": 2, ""(warsaw,100.0.4.0/24)"": 2}}","100.0.29.0/24 is accessible from lyon.
frankfurt and 100.0.1.0/24. should be connected.
Use multiple paths for reliability.
warsaw needs to reach our servers. The same connectivity requirements apply to the other subnets as well.
Use basel as intermediate hop if available.
Distribute traffic across available paths.",OMIT; BIDIR; SOFT_LB; VAGUE_REF; MERGE; SOFT_WP
1526,"The subnet 100.0.9.0/24 is reachable from praha.
The path between praha and 100.0.9.0/24 involves rotterdam.
To reach 100.0.9.0/24 from praha, traffic is balanced on 2 paths.
The subnet 100.0.29.0/24 is reachable from madrid.
The path between madrid and 100.0.29.0/24 involves london.
Traffic from madrid to 100.0.9.0/24 is evenly distributed across 2 paths.
The subnet 100.0.1.0/24 is reachable from bucharest.
Traffic from bucharest to 100.0.1.0/24 passes through kiev.
To reach 100.0.1.0/24 from bucharest, traffic should be split across 2 paths.","{""reachability"": {""praha"": [""100.0.9.0/24""], ""madrid"": [""100.0.29.0/24""], ""bucharest"": [""100.0.1.0/24""]}, ""waypoint"": {""(praha,100.0.9.0/24)"": [""rotterdam""], ""(madrid,100.0.29.0/24)"": [""london""], ""(bucharest,100.0.1.0/24)"": [""kiev""]}, ""loadbalancing"": {""(praha,100.0.9.0/24)"": 2, ""(madrid,100.0.9.0/24)"": 2, ""(bucharest,100.0.1.0/24)"": 2}}","Connect praha to 100.0.9.0/24.
Distribute traffic across available paths.
madrid and the destination network should be connected.
Route through london if possible.
bucharest needs to reach our servers. The same connectivity requirements apply to the other subnets as well.
Traffic from bucharest to our servers passes through kiev.
Use multiple paths for reliability.",BIDIR; OMIT; SOFT_LB; VAGUE_REF; SOFT_WP; MERGE
1527,"Traffic originating from lyon can reach the subnet 100.0.1.0/24.
Routing traffic between lyon and 100.0.1.0/24 goes via kiev.
The number of paths between lyon and 100.0.1.0/24 should be 2.
100.0.4.0/24 is accessible from rotterdam.
The path between rotterdam and 100.0.4.0/24 involves basel.
Traffic from rotterdam to 100.0.4.0/24 is evenly distributed across 3 paths.
roma can reach 100.0.4.0/24.
The path between roma and 100.0.4.0/24 involves basel.
To reach 100.0.4.0/24 from roma, traffic is balanced on 2 paths.","{""reachability"": {""lyon"": [""100.0.1.0/24""], ""rotterdam"": [""100.0.4.0/24""], ""roma"": [""100.0.4.0/24""]}, ""waypoint"": {""(lyon,100.0.1.0/24)"": [""kiev""], ""(rotterdam,100.0.4.0/24)"": [""basel""], ""(roma,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(lyon,100.0.1.0/24)"": 2, ""(rotterdam,100.0.4.0/24)"": 3, ""(roma,100.0.4.0/24)"": 2}}","Traffic originating from lyon can reach the subnet 100.0.1.0/24.
Ensure fault tolerance with multiple routes.
100.0.4.0/24 is accessible from rotterdam.
Load balance the traffic appropriately.
roma and 100.0.4.0/24. need connectivity.
Ensure fault tolerance with multiple routes.",OMIT; SOFT_LB; BIDIR
1528,"100.0.29.0/24 is accessible from warsaw.
The path between warsaw and 100.0.29.0/24 involves london.
Traffic from warsaw to 100.0.29.0/24 should be load-balanced across 2 paths.
The subnet 100.0.1.0/24 is reachable from madrid.
The path between madrid and 100.0.1.0/24 involves kiev.
To reach 100.0.1.0/24 from madrid, traffic should be split across 3 paths.
Traffic originating from warsaw can reach the subnet 100.0.9.0/24.
Routing traffic between warsaw and 100.0.9.0/24 goes via rotterdam.
Traffic from warsaw to 100.0.9.0/24 is evenly distributed across 2 paths.","{""reachability"": {""warsaw"": [""100.0.29.0/24"", ""100.0.9.0/24""], ""madrid"": [""100.0.1.0/24""]}, ""waypoint"": {""(warsaw,100.0.29.0/24)"": [""london""], ""(madrid,100.0.1.0/24)"": [""kiev""], ""(warsaw,100.0.9.0/24)"": [""rotterdam""]}, ""loadbalancing"": {""(warsaw,100.0.29.0/24)"": 2, ""(madrid,100.0.1.0/24)"": 3, ""(warsaw,100.0.9.0/24)"": 2}}","Ensure connectivity between warsaw and our servers.
Use london as intermediate hop if available.
Use multiple paths for reliability.
Ensure madrid can access the remote network. Apply the same policy to other relevant connections.
To reach the remote network from madrid, traffic should be split across 3 paths.
Traffic originating from warsaw can reach the subnet 100.0.9.0/24.
Routing traffic between warsaw and 100.0.9.0/24 goes via rotterdam.",VAGUE_REF; BIDIR; SOFT_WP; SOFT_LB; MERGE; OMIT
1529,"lyon can reach 100.0.9.0/24.
Routing traffic between lyon and 100.0.9.0/24 goes via rotterdam.
To reach 100.0.9.0/24 from lyon, traffic is balanced on 6 paths.
100.0.29.0/24 is accessible from marseille.
Routing traffic between marseille and 100.0.29.0/24 goes via london.
The number of paths between marseille and 100.0.29.0/24 should be 4.
The subnet 100.0.4.0/24 is reachable from bucharest.
Routing traffic between bucharest and 100.0.4.0/24 goes via basel.
Traffic from bucharest to 100.0.4.0/24 is evenly distributed across 2 paths.","{""reachability"": {""lyon"": [""100.0.9.0/24""], ""marseille"": [""100.0.29.0/24""], ""bucharest"": [""100.0.4.0/24""]}, ""waypoint"": {""(lyon,100.0.9.0/24)"": [""rotterdam""], ""(marseille,100.0.29.0/24)"": [""london""], ""(bucharest,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(lyon,100.0.9.0/24)"": 6, ""(marseille,100.0.29.0/24)"": 4, ""(bucharest,100.0.4.0/24)"": 2}}","lyon can reach our servers
Routing traffic between lyon and 100.0.9.0/24 goes via rotterdam.
Distribute traffic across available paths.
marseille and that network need connectivity.
Routing traffic between marseille and that network goes via london.
The number of paths between marseille and that network should be 4.
The subnet 100.0.4.0/24 is reachable from bucharest.
Use basel as intermediate hop if available.
Load balance the traffic appropriately.",VAGUE_REF; SOFT_LB; BIDIR; SOFT_WP
1530,"100.0.29.0/24 is accessible from paris.
Routing traffic between paris and 100.0.29.0/24 goes via london.
Traffic from paris to 100.0.9.0/24 should be load-balanced across 2 paths.
Connectivity from athens to 100.0.1.0/24 is established.
To reach 100.0.1.0/24 from athens, traffic is directed through kiev.
The number of paths between athens and 100.0.1.0/24 should be 2.
100.0.1.0/24 is accessible from basel.
The path between basel and 100.0.1.0/24 involves kiev.
Traffic from basel to 100.0.1.0/24 is evenly distributed across 2 paths.","{""reachability"": {""paris"": [""100.0.29.0/24""], ""athens"": [""100.0.1.0/24""], ""basel"": [""100.0.1.0/24""]}, ""waypoint"": {""(paris,100.0.29.0/24)"": [""london""], ""(athens,100.0.1.0/24)"": [""kiev""], ""(basel,100.0.1.0/24)"": [""kiev""]}, ""loadbalancing"": {""(paris,100.0.9.0/24)"": 2, ""(athens,100.0.1.0/24)"": 2, ""(basel,100.0.1.0/24)"": 2}}","paris and the target subnet should be connected.
Consider routing through london.
Connectivity from athens to the main subnet is established.
Route through kiev if possible.
Make sure there's redundancy.
100.0.1.0/24 is accessible from basel.
The path between basel and 100.0.1.0/24 involves kiev.
Make sure there's redundancy.",VAGUE_REF; BIDIR; SOFT_WP; SOFT_LB
1531,"100.0.29.0/24 is accessible from bratislava.
To reach 100.0.29.0/24 from bratislava, traffic is directed through london.
The number of paths between bratislava and 100.0.29.0/24 should be 4.
The subnet 100.0.9.0/24 is reachable from bratislava.
The route from bratislava to 100.0.9.0/24 includes rotterdam.
To reach 100.0.9.0/24 from bratislava, traffic should be split across 7 paths.
100.0.29.0/24 is accessible from frankfurt.
The path between frankfurt and 100.0.29.0/24 involves london.
To reach 100.0.29.0/24 from frankfurt, traffic is balanced on 2 paths.","{""reachability"": {""bratislava"": [""100.0.29.0/24"", ""100.0.9.0/24""], ""frankfurt"": [""100.0.29.0/24""]}, ""waypoint"": {""(bratislava,100.0.29.0/24)"": [""london""], ""(bratislava,100.0.9.0/24)"": [""rotterdam""], ""(frankfurt,100.0.29.0/24)"": [""london""]}, ""loadbalancing"": {""(bratislava,100.0.29.0/24)"": 4, ""(bratislava,100.0.9.0/24)"": 7, ""(frankfurt,100.0.29.0/24)"": 2}}","Connect bratislava to 100.0.29.0/24.
To reach 100.0.29.0/24 from bratislava, traffic is directed through london.
The number of paths between bratislava and 100.0.29.0/24 should be 4.
The subnet 100.0.9.0/24 is reachable from bratislava.
Preferably route via rotterdam.
Apply similar rules to this flow.
100.0.29.0/24 is accessible from frankfurt.
The path between frankfurt and 100.0.29.0/24 involves london.
Make sure there's redundancy.",BIDIR; SOFT_WP; PRONOUN; SOFT_LB
1532,"100.0.1.0/24 is accessible from budapest.
Routing traffic between budapest and 100.0.1.0/24 goes via kiev.
Traffic from budapest to 100.0.1.0/24 is evenly distributed across 2 paths.
100.0.4.0/24 is accessible from istanbul.
The route from istanbul to 100.0.4.0/24 includes basel.
Traffic from istanbul to 100.0.4.0/24 is evenly distributed across 2 paths.
Traffic originating from zurich can reach the subnet 100.0.4.0/24.
To reach 100.0.4.0/24 from zurich, traffic is directed through basel.
To reach 100.0.4.0/24 from zurich, traffic is balanced on 2 paths.","{""reachability"": {""budapest"": [""100.0.1.0/24""], ""istanbul"": [""100.0.4.0/24""], ""zurich"": [""100.0.4.0/24""]}, ""waypoint"": {""(budapest,100.0.1.0/24)"": [""kiev""], ""(istanbul,100.0.4.0/24)"": [""basel""], ""(zurich,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(budapest,100.0.1.0/24)"": 2, ""(istanbul,100.0.4.0/24)"": 2, ""(zurich,100.0.4.0/24)"": 2}}","budapest and 100.0.1.0/24 need connectivity.
Use kiev as intermediate hop if available.
Load balance the traffic appropriately.
istanbul and the remote network need connectivity.
The route from istanbul to the remote network includes basel.
Load balance the traffic appropriately.
zurich and 100.0.4.0/24. need connectivity.
Distribute traffic across available paths.",BIDIR; SOFT_WP; SOFT_LB; VAGUE_REF
1533,"geneva can reach 100.0.1.0/24.
The path between geneva and 100.0.1.0/24 involves kiev.
Traffic from geneva to 100.0.1.0/24 should be load-balanced across 5 paths.
The subnet 100.0.29.0/24 is reachable from bucharest.
To reach 100.0.29.0/24 from bucharest, traffic is directed through london.
Traffic from bucharest to 100.0.29.0/24 should be load-balanced across 3 paths.
Traffic originating from sofia can reach the subnet 100.0.4.0/24.
The path between sofia and 100.0.4.0/24 involves basel.
To reach 100.0.4.0/24 from sofia, traffic should be split across 4 paths.","{""reachability"": {""geneva"": [""100.0.1.0/24""], ""bucharest"": [""100.0.29.0/24""], ""sofia"": [""100.0.4.0/24""]}, ""waypoint"": {""(geneva,100.0.1.0/24)"": [""kiev""], ""(bucharest,100.0.29.0/24)"": [""london""], ""(sofia,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(geneva,100.0.1.0/24)"": 5, ""(bucharest,100.0.29.0/24)"": 3, ""(sofia,100.0.4.0/24)"": 4}}","geneva can reach 100.0.1.0/24.
The path between geneva and 100.0.1.0/24 involves kiev.
Ensure fault tolerance with multiple routes.
Ensure connectivity between bucharest and the remote network.
Use london as intermediate hop if available.
Use multiple paths for reliability.
Traffic originating from sofia can reach the subnet 100.0.4.0/24.
This connection needs fault tolerance too.",SOFT_LB; VAGUE_REF; BIDIR; SOFT_WP; OMIT; PRONOUN
1534,"100.0.1.0/24 is accessible from zurich.
The path between zurich and 100.0.1.0/24 involves kiev.
The number of paths between zurich and 100.0.1.0/24 should be 3.
Connectivity from paris to 100.0.1.0/24 is established.
The route from paris to 100.0.1.0/24 includes kiev.
Traffic from paris to 100.0.1.0/24 is evenly distributed across 2 paths.
bratislava can reach 100.0.1.0/24.
The route from bratislava to 100.0.1.0/24 includes kiev.
Traffic from bratislava to 100.0.1.0/24 is evenly distributed across 2 paths.","{""reachability"": {""zurich"": [""100.0.1.0/24""], ""paris"": [""100.0.1.0/24""], ""bratislava"": [""100.0.1.0/24""]}, ""waypoint"": {""(zurich,100.0.1.0/24)"": [""kiev""], ""(paris,100.0.1.0/24)"": [""kiev""], ""(bratislava,100.0.1.0/24)"": [""kiev""]}, ""loadbalancing"": {""(zurich,100.0.1.0/24)"": 3, ""(paris,100.0.1.0/24)"": 2, ""(bratislava,100.0.1.0/24)"": 2}}","zurich and that network need connectivity.
The path between zurich and that network involves kiev.
Ensure good redundancy.
Connect paris to the destination network.
Traffic should go through kiev when feasible.
Apply similar rules to this flow.
bratislava can reach 100.0.1.0/24.
The route from bratislava to 100.0.1.0/24 includes kiev.
Ensure good redundancy.",VAGUE_REF; BIDIR; SOFT_LB; SOFT_WP; PRONOUN
1535,"Connectivity from barcelona to 100.0.9.0/24 is established.
Routing traffic between barcelona and 100.0.9.0/24 goes via rotterdam.
To reach 100.0.29.0/24 from barcelona, traffic is balanced on 2 paths.
Connectivity from kiev to 100.0.29.0/24 is established.
The route from kiev to 100.0.29.0/24 includes london.
Traffic from kiev to 100.0.29.0/24 is evenly distributed across 3 paths.
The subnet 100.0.4.0/24 is reachable from amsterdam.
Routing traffic between amsterdam and 100.0.4.0/24 goes via basel.
Traffic from amsterdam to 100.0.4.0/24 should be load-balanced across 7 paths.","{""reachability"": {""barcelona"": [""100.0.9.0/24""], ""kiev"": [""100.0.29.0/24""], ""amsterdam"": [""100.0.4.0/24""]}, ""waypoint"": {""(barcelona,100.0.9.0/24)"": [""rotterdam""], ""(kiev,100.0.29.0/24)"": [""london""], ""(amsterdam,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(barcelona,100.0.29.0/24)"": 2, ""(kiev,100.0.29.0/24)"": 3, ""(amsterdam,100.0.4.0/24)"": 7}}","Connectivity from barcelona to the destination network is established.
Routing traffic between barcelona and the destination network goes via rotterdam.
Connect kiev to 100.0.29.0/24.
Route through london if possible.
Traffic from kiev to 100.0.29.0/24 is evenly distributed across 3 paths.
The subnet 100.0.4.0/24 is reachable from amsterdam.
Traffic from amsterdam to 100.0.4.0/24 should be load-balanced across 7 paths.",VAGUE_REF; BIDIR; SOFT_WP; OMIT
1536,"The subnet 100.0.29.0/24 is reachable from istanbul.
Routing traffic between istanbul and 100.0.29.0/24 goes via london.
Traffic from istanbul to 100.0.29.0/24 should be load-balanced across 3 paths.
100.0.4.0/24 is accessible from madrid.
The path between madrid and 100.0.4.0/24 involves basel.
To reach 100.0.4.0/24 from madrid, traffic should be split across 2 paths.
The subnet 100.0.4.0/24 is reachable from marseille.
The path between marseille and 100.0.4.0/24 involves basel.
Traffic from marseille to 100.0.4.0/24 is evenly distributed across 3 paths.","{""reachability"": {""istanbul"": [""100.0.29.0/24""], ""madrid"": [""100.0.4.0/24""], ""marseille"": [""100.0.4.0/24""]}, ""waypoint"": {""(istanbul,100.0.29.0/24)"": [""london""], ""(madrid,100.0.4.0/24)"": [""basel""], ""(marseille,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(istanbul,100.0.29.0/24)"": 3, ""(madrid,100.0.4.0/24)"": 2, ""(marseille,100.0.4.0/24)"": 3}}","Connect istanbul to 100.0.29.0/24.
Routing traffic between istanbul and 100.0.29.0/24 goes via london.
Use multiple paths for reliability.
Ensure madrid can access 100.0.4.0/24. Apply the same policy to other relevant connections.
Preferably route via basel.
The subnet 100.0.4.0/24 is reachable from marseille.
Consider routing through basel.
Load balance the traffic appropriately.",BIDIR; SOFT_LB; MERGE; SOFT_WP; OMIT
1537,"The subnet 100.0.1.0/24 is reachable from vienna.
To reach 100.0.1.0/24 from vienna, traffic is directed through kiev.
To reach 100.0.1.0/24 from vienna, traffic should be split across 2 paths.
Traffic originating from strasbourg can reach the subnet 100.0.29.0/24.
The route from strasbourg to 100.0.29.0/24 includes london.
Traffic from strasbourg to 100.0.29.0/24 is evenly distributed across 2 paths.
The subnet 100.0.9.0/24 is reachable from sofia.
The route from sofia to 100.0.9.0/24 includes rotterdam.
To reach 100.0.9.0/24 from sofia, traffic should be split across 4 paths.","{""reachability"": {""vienna"": [""100.0.1.0/24""], ""strasbourg"": [""100.0.29.0/24""], ""sofia"": [""100.0.9.0/24""]}, ""waypoint"": {""(vienna,100.0.1.0/24)"": [""kiev""], ""(strasbourg,100.0.29.0/24)"": [""london""], ""(sofia,100.0.9.0/24)"": [""rotterdam""]}, ""loadbalancing"": {""(vienna,100.0.1.0/24)"": 2, ""(strasbourg,100.0.29.0/24)"": 2, ""(sofia,100.0.9.0/24)"": 4}}","vienna and the destination network need connectivity.
Use kiev as intermediate hop if available.
Ensure fault tolerance with multiple routes.
strasbourg and the destination network should be connected.
Preferably route via london.
Ensure fault tolerance with multiple routes.
sofia needs to reach 100.0.9.0/24. The same connectivity requirements apply to the other subnets as well.
The route from sofia to 100.0.9.0/24 includes rotterdam.",VAGUE_REF; BIDIR; SOFT_WP; SOFT_LB; MERGE; OMIT
1538,"istanbul can reach 100.0.9.0/24.
The route from istanbul to 100.0.9.0/24 includes rotterdam.
Traffic from istanbul to 100.0.9.0/24 is evenly distributed across 2 paths.
Connectivity from milan to 100.0.9.0/24 is established.
Routing traffic between milan and 100.0.9.0/24 goes via rotterdam.
To reach 100.0.9.0/24 from milan, traffic is balanced on 2 paths.
Traffic originating from budapest can reach the subnet 100.0.4.0/24.
Traffic from budapest to 100.0.4.0/24 passes through basel.
The number of paths between budapest and 100.0.4.0/24 should be 4.","{""reachability"": {""istanbul"": [""100.0.9.0/24""], ""milan"": [""100.0.9.0/24""], ""budapest"": [""100.0.4.0/24""]}, ""waypoint"": {""(istanbul,100.0.9.0/24)"": [""rotterdam""], ""(milan,100.0.9.0/24)"": [""rotterdam""], ""(budapest,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(istanbul,100.0.9.0/24)"": 2, ""(milan,100.0.9.0/24)"": 2, ""(budapest,100.0.4.0/24)"": 4}}","istanbul can reach the target subnet
The route from istanbul to 100.0.9.0/24 includes rotterdam.
Ensure fault tolerance with multiple routes.
milan and 100.0.9.0/24 should be connected.
Load balance the traffic appropriately.
Traffic originating from budapest can reach the subnet 100.0.4.0/24.
Consider routing through basel.
Ensure fault tolerance with multiple routes.",VAGUE_REF; SOFT_LB; BIDIR; OMIT; SOFT_WP
1539,"marseille can reach 100.0.1.0/24.
To reach 100.0.1.0/24 from marseille, traffic is directed through kiev.
Traffic from marseille to 100.0.1.0/24 is evenly distributed across 2 paths.
Connectivity from praha to 100.0.1.0/24 is established.
The path between praha and 100.0.1.0/24 involves kiev.
To reach 100.0.1.0/24 from praha, traffic should be split across 2 paths.
Connectivity from geneva to 100.0.4.0/24 is established.
Traffic from geneva to 100.0.4.0/24 passes through basel.
Traffic from geneva to 100.0.4.0/24 is evenly distributed across 3 paths.","{""reachability"": {""marseille"": [""100.0.1.0/24""], ""praha"": [""100.0.1.0/24""], ""geneva"": [""100.0.4.0/24""]}, ""waypoint"": {""(marseille,100.0.1.0/24)"": [""kiev""], ""(praha,100.0.1.0/24)"": [""kiev""], ""(geneva,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(marseille,100.0.1.0/24)"": 2, ""(praha,100.0.1.0/24)"": 2, ""(geneva,100.0.4.0/24)"": 3}}","Ensure connectivity between marseille and the main subnet.
Distribute traffic across available paths.
Connectivity from praha to 100.0.1.0/24 is established.
Route through kiev if possible.
Distribute traffic across available paths.
Connectivity from geneva to 100.0.4.0/24 is established.
Use basel as intermediate hop if available.",VAGUE_REF; BIDIR; SOFT_LB; SOFT_WP; OMIT
1540,"100.0.9.0/24 is accessible from amsterdam.
Routing traffic between amsterdam and 100.0.9.0/24 goes via rotterdam.
The number of paths between amsterdam and 100.0.29.0/24 should be 2.
vienna can reach 100.0.4.0/24.
The path between vienna and 100.0.4.0/24 involves basel.
The number of paths between vienna and 100.0.4.0/24 should be 2.
brussels can reach 100.0.4.0/24.
The route from brussels to 100.0.4.0/24 includes basel.
Traffic from brussels to 100.0.4.0/24 should be load-balanced across 2 paths.","{""reachability"": {""amsterdam"": [""100.0.9.0/24""], ""vienna"": [""100.0.4.0/24""], ""brussels"": [""100.0.4.0/24""]}, ""waypoint"": {""(amsterdam,100.0.9.0/24)"": [""rotterdam""], ""(vienna,100.0.4.0/24)"": [""basel""], ""(brussels,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(amsterdam,100.0.29.0/24)"": 2, ""(vienna,100.0.4.0/24)"": 2, ""(brussels,100.0.4.0/24)"": 2}}","that network is accessible from amsterdam.
Use rotterdam as intermediate hop if available.
vienna should connect to 100.0.4.0/24., and similar routing should be used for related traffic.
Use multiple paths for reliability.
Ensure connectivity between brussels and 100.0.4.0/24..
The route from brussels to 100.0.4.0/24 includes basel.
Use multiple paths for reliability.",VAGUE_REF; SOFT_WP; MERGE; OMIT; SOFT_LB; BIDIR
